Age,Gender,Education Level,Job Title,Years of Experience,Monthly Salary
29,Female,Master's,Data Scientist,6,15000000
32,Male,Bachelor's,Software Engineer,8,18000000
33,Female,Master's,Product Manager,11,19500000
24,Male,Bachelor's,Data Analyst,2,9500000
27,Male,Bachelor's,Software Engineer,4,16000000
25,Female,Bachelor's,Data Analyst,2,10000000
30,Female,PhD,Data Scientist,7,17000000
31,Male,Bachelor's,Data Analyst,9,19000000
28,Female,Bachelor's,Software Engineer,5,15000000
26,Male,Bachelor's,Data Analyst,3,12000000
29,Female,Master's,Data Scientist,6,15000000
32,Male,Bachelor's,Software Engineer,8,18000000
33,Female,Master's,Product Manager,11,19500000
24,Male,Bachelor's,Data Analyst,2,9500000
27,Male,Bachelor's,Software Engineer,4,16000000
25,Female,Bachelor's,Data Analyst,2,10000000
30,Female,PhD,Data Scientist,7,17000000
31,Male,Bachelor's,Data Analyst,9,19000000
28,Female,Bachelor's,Software Engineer,5,15000000
26,Male,Bachelor's,Data Analyst,3,12000000
29,Female,Master's,Data Scientist,6,15000000
32,Male,Bachelor's,Software Engineer,8,18000000
33,Female,Master's,Product Manager,11,19500000
24,Male,Bachelor's,Data Analyst,2,9500000
27,Male,Bachelor's,Software Engineer,4,16000000
25,Female,Bachelor's,Data Analyst,2,10000000
30,Female,PhD,Data Scientist,7,17000000
31,Male,Bachelor's,Data Analyst,9,19000000
28,Female,Bachelor's,Software Engineer,5,15000000
26,Male,Bachelor's,Data Analyst,3,12000000
29,Female,Master's,Data Scientist,6,15000000
32,Male,Bachelor's,Software Engineer,8,18000000
33,Female,Master's,Product Manager,11,19500000
24,Male,Bachelor's,Data Analyst,2,9500000
27,Male,Bachelor's,Software Engineer,4,16000000
25,Female,Bachelor's,Data Analyst,2,10000000
30,Female,PhD,Data Scientist,7,17000000
29,Male,Bachelor's,Software Engineer,7,18000000
27,Female,Bachelor's,Data Analyst,5,12000000
33,Male,Master's,Data Scientist,10,19500000
28,Male,Bachelor's,Software Engineer,4,16000000
26,Female,Bachelor's,Data Analyst,3,10000000
31,Male,Bachelor's,Product Manager,8,19000000
30,Male,Master's,Software Engineer,6,17000000
32,Female,Bachelor's,Data Scientist,9,18500000
29,Male,Bachelor's,Data Analyst,7,13000000
35,Female,Bachelor's,Product Manager,12,19000000
27,Male,Bachelor's,Software Engineer,5,15000000
28,Female,Master's,Data Scientist,6,15000000
37,Male,PhD,Product Manager,14,19500000
26,Male,Bachelor's,Data Analyst,3,11000000
30,Female,Bachelor's,Software Engineer,8,18000000
31,Male,Master's,Data Scientist,9,18500000
29,Female,Bachelor's,Data Analyst,7,13000000
32,Male,Bachelor's,Software Engineer,10,19000000
28,Female,Master's,Data Scientist,6,15500000
34,Male,Bachelor's,Software Engineer,12,19500000
25,Female,Bachelor's,Data Analyst,2,9000000
30,Male,Bachelor's,Product Manager,8,18500000
29,Female,Bachelor's,Data Analyst,6,12000000
31,Male,Bachelor's,Software Engineer,9,18000000
26,Female,Bachelor's,Data Analyst,3,10000000
33,Male,Master's,Data Scientist,10,19500000
28,Male,Bachelor's,Software Engineer,4,16000000
27,Female,Bachelor's,Data Analyst,5,12500000
30,Male,Master's,Software Engineer,6,17000000
32,Female,Bachelor's,Data Scientist,9,18500000
29,Male,Bachelor's,Data Analyst,7,13000000
35,Female,Bachelor's,Product Manager,12,19000000
27,Male,Bachelor's,Software Engineer,5,15000000
28,Female,Master's,Data Scientist,6,15000000
37,Male,PhD,Product Manager,14,19500000
26,Male,Bachelor's,Data Analyst,3,11000000
30,Female,Bachelor's,Software Engineer,8,18000000
31,Male,Master's,Data Scientist,9,18500000
29,Female,Bachelor's,Data Analyst,7,13000000
32,Male,Bachelor's,Software Engineer,10,19000000
28,Female,Master's,Data Scientist,6,15500000
34,Male,Bachelor's,Software Engineer,12,19500000
25,Female,Bachelor's,Data Analyst,2,9000000
30,Male,Bachelor's,Product Manager,8,18500000
29,Female,Bachelor's,Data Analyst,6,12000000
31,Male,Bachelor's,Software Engineer,9,18000000
26,Female,Bachelor's,Data Analyst,3,10000000
33,Male,Master's,Data Scientist,10,19500000
28,Male,Bachelor's,Software Engineer,4,16000000
27,Female,Bachelor's,Data Analyst,5,12500000
30,Male,Master's,Software Engineer,6,17000000
32,Female,Bachelor's,Data Scientist,9,18500000
29,Male,Bachelor's,Data Analyst,7,13000000
35,Female,Bachelor's,Product Manager,12,19000000
27,Male,Bachelor's,Software Engineer,5,15000000
28,Female,Master's,Data Scientist,6,15000000
37,Male,PhD,Product Manager,14,19500000
26,Male,Bachelor's,Data Analyst,3,11000000
30,Female,Bachelor's,Software Engineer,8,18000000
31,Male,Master's,Data Scientist,9,18500000
29,Female,Bachelor's,Data Analyst,7,13000000
32,Male,Bachelor's,Software Engineer,10,19000000
28,Female,Master's,Data Scientist,6,15500000
34,Male,Bachelor's,Software Engineer,12,19500000
25,Female,Bachelor's,Data Analyst,2,9000000
30,Male,Bachelor's,Product Manager,8,18500000
29,Female,Bachelor's,Data Analyst,6,12000000
31,Male,Bachelor's,Software Engineer,9,18000000
26,Female,Bachelor's,Data Analyst,3,10000000
33,Male,Master's,Data Scientist,10,19500000
28,Male,Bachelor's,Software Engineer,4,16000000
27,Female,Bachelor's,Data Analyst,5,12500000
30,Male,Master's,Software Engineer,6,17000000
32,Female,Bachelor's,Data Scientist,9,18500000
29,Male,Bachelor's,Data Analyst,7,13000000
35,Female,Bachelor's,Product Manager,12,19000000
27,Male,Bachelor's,Software Engineer,5,15000000
28,Female,Master's,Data Scientist,6,15000000
37,Male,PhD,Product Manager,14,19500000
26,Male,Bachelor's,Data Analyst,3,11000000
30,Female,Bachelor's,Software Engineer,8,18000000
31,Male,Master's,Data Scientist,9,18500000
29,Female,Bachelor's,Data Analyst,7,13000000
32,Male,Bachelor's,Software Engineer,10,19000000
28,Female,Master's,Data Scientist,6,15500000
34,Male,Bachelor's,Software Engineer,12,19500000
25,Female,Bachelor's,Data Analyst,2,9000000
30,Male,Bachelor's,Product Manager,8,18500000
29,Female,Bachelor's,Data Analyst,6,12000000
31,Male,Bachelor's,Software Engineer,9,18000000
26,Female,Bachelor's,Data Analyst,3,10000000
33,Male,Master's,Data Scientist,10,19500000
28,Male,Bachelor's,Software Engineer,4,16000000
27,Female,Bachelor's,Data Analyst,5,12500000
30,Male,Master's,Software Engineer,6,17000000
32,Female,Bachelor's,Data Scientist,9,18500000
29,Male,Bachelor's,Data Analyst,7,13000000
35,Female,Bachelor's,Product Manager,12,19000000
27,Male,Bachelor's,Software Engineer,5,15000000
28,Female,Master's,Data Scientist,6,15000000
37,Male,PhD,Product Manager,14,19500000
26,Male,Bachelor's,Data Analyst,3,11000000
30,Female,Bachelor's,Software Engineer,8,18000000
31,Male,Master's,Data Scientist,9,18500000
29,Female,Bachelor's,Data Analyst,7,13000000
32,Male,Bachelor's,Software Engineer,10,19000000
28,Female,Master's,Data Scientist,6,15500000
34,Male,Bachelor's,Software Engineer,12,19500000
25,Female,Bachelor's,Data Analyst,2,9000000
30,Male,Bachelor's,Product Manager,8,18500000
28,Male,Bachelor's Degree,Senior Software Engineer,7,17500000
44,Male,PhD,Software Engineer Manager,18,19000000
33,Female,Master's Degree,Back end Developer,5,11000000
50,Male,PhD,Senior Project Engineer,16,19500000
27,Female,Master's Degree,Full Stack Engineer,3,10000000
25,Male,Bachelor's Degree,Front end Developer,1,6000000
35,Male,Master's Degree,Senior Software Engineer,8,15500000
47,Female,PhD,Full Stack Engineer,12,17500000
46,Female,Master's Degree,Senior Project Engineer,13,18000000
32,Male,Bachelor's Degree,Back end Developer,4,9500000
61,Male,PhD,Software Engineer Manager,20,20000000
41,Male,Master's Degree,Senior Software Engineer,11,16500000
37,Male,Master's Degree,Senior Project Engineer,9,14500000
53,Male,PhD,Software Engineer Manager,19,19500000
30,Female,Bachelor's Degree,Front end Developer,2,7500000
26,Female,Master's Degree,Back end Developer,3,9000000
37,Female,Master's Degree,Senior Software Engineer,9,15500000
32,Male,Bachelor's Degree,Full Stack Engineer,5,11500000
44,Female,Master's Degree,Senior Software Engineer,12,17000000
50,Female,PhD,Software Engineer Manager,16,19000000
27,Male,Bachelor's Degree,Senior Project Engineer,4,11500000
42,Male,PhD,Full Stack Engineer,14,18000000
57,Male,PhD,Software Engineer Manager,18,19500000
35,Male,Master's Degree,Senior Software Engineer,7,14000000
62,Male,PhD,Software Engineer Manager,19,20000000
26,Female,Master's Degree,Back end Developer,2,7000000
42,Female,Master's Degree,Senior Project Engineer,11,17000000
41,Female,PhD,Software Engineer Manager,14,18500000
36,Female,Master's Degree,Full Stack Engineer,8,14000000
49,Male,PhD,Software Engineer Manager,15,18500000
49,Male,PhD,Senior Project Engineer,15,18500000
47,Male,PhD,Software Engineer Manager,15,18000000
47,Male,PhD,Senior Software Engineer,14,17500000
26,Male,Bachelor's Degree,Front end Developer,2,7000000
24,Female,Bachelor's Degree,Back end Developer,1,6000000
62,Male,PhD,Software Engineer Manager,20,20000000
42,Male,PhD,Senior Software Engineer,14,17000000
41,Female,Master's Degree,Senior Project Engineer,11,16500000
23,Male,Bachelor's Degree,Full Stack Engineer,1,5500000
55,Male,PhD,Software Engineer Manager,17,19000000
26,Female,Master's Degree,Back end Developer,3,9000000
33,Female,Bachelor's Degree,Front end Developer,5,10500000
31,Male,Master's Degree,Full Stack Engineer,6,13000000
50,Female,PhD,Software Engineer Manager,16,18500000
24,Female,Master's Degree,Back end Developer,1,6000000
56,Male,PhD,Software Engineer Manager,17,19500000
24,Male,Bachelor's Degree,Front end Developer,1,6000000
37,Male,Master's Degree,Senior Software Engineer,8,15000000
43,Female,PhD,Senior Project Engineer,13,18000000
44,Female,Master's Degree,Senior Software Engineer,12,17000000
34,Male,Master's Degree,Back end Developer,6,12500000
45,Male,PhD,Software Engineer Manager,15,18500000
29,Male,Bachelor's Degree,Full Stack Engineer,3,9000000
29,Male,Bachelor's Degree,Front end Developer,3,8000000
29,Female,Bachelor's Degree,Back end Developer,3,8500000
48,Male,PhD,Senior Project Engineer,16,19000000
43,Female,Master's Degree,Software Engineer Manager,11,16000000
62,Male,PhD,Software Engineer Manager,19,20000000
54,Male,PhD,Software Engineer Manager,17,19500000
60,Male,PhD,Software Engineer Manager,18,19500000
54,Female,PhD,Software Engineer Manager,14,19000000
27,Female,Master's Degree,Full Stack Engineer,3,9500000
23,Male,Bachelor's Degree,Back end Developer,1,5500000
45,Male,PhD,Senior Software Engineer,13,18500000
32,Female,Master's Degree,Full Stack Engineer,5,12000000
57,Male,PhD,Software Engineer Manager,16,19500000
47,Male,PhD,Software Engineer Manager,14,17500000
25,Female,Master's Degree,Back end Developer,2,7500000
58,Male,PhD,Software Engineer Manager,17,20000000
41,Female,Master's Degree,Senior Software Engineer,12,16000000
41,Male,PhD,Software Engineer Manager,12,17500000
26,Male,Bachelor's Degree,Front end Developer,2,7000000
47,Male,PhD,Senior Software Engineer,15,18000000
24,Female,Bachelor's Degree,Back end Developer,1,6000000
48,Male,PhD,Senior Project Engineer,16,19000000
32,Male,Bachelor's Degree,Full Stack Engineer,5,12000000
61,Male,PhD,Software Engineer Manager,20,20000000
45,Male,PhD,Senior Project Engineer,14,18500000
50,Female,PhD,Software Engineer Manager,16,19000000
53,Male,PhD,Software Engineer Manager,18,19500000
47,Female,PhD,Senior Software Engineer,14,17000000
23,Male,Bachelor's Degree,Front end Developer,1,5500000
33,Male,Master's Degree,Back end Developer,6,13000000
42,Male,PhD,Software Engineer Manager,14,18000000
45,Male,PhD,Senior Project Engineer,14,18500000
23,Male,Bachelor's Degree,Front end Developer,1,5500000
37,Male,Master's Degree,Senior Software Engineer,9,14500000
44,Female,Master's Degree,Senior Project Engineer,12,17000000
54,Male,PhD,Software Engineer Manager,17,19500000
38,Female,Master's Degree,Back end Developer,10,15500000
34,Male,Master's Degree,Full Stack Engineer,6,12500000
46,Female,PhD,Software Engineer Manager,14,18000000
30,Male,Bachelor's Degree,Back end Developer,4,9500000
44,Female,Master's Degree,Senior Software Engineer,11,17000000
27,Female,Master's Degree,Full Stack Engineer,3,10000000
42,Male,PhD,Senior Project Engineer,14,17500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
54,Male,PhD,Software Engineer Manager,18,19500000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
28,Female,Master's Degree,Full Stack Engineer,4,11000000
30,Female,Master's Degree,Back end Developer,6,13000000
54,Male,PhD,Software Engineer Manager,16,19000000
62,Male,PhD,Software Engineer Manager,20,20000000
62,Male,PhD,Software Engineer Manager,19,20000000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
31,Male,Master's Degree,Senior Software Engineer,7,14000000
58,Female,PhD,Software Engineer Manager,17,19500000
56,Male,PhD,Software Engineer Manager,17,19500000
23,Female,Bachelor's Degree,Back end Developer,1,5500000
49,Male,PhD,Software Engineer Manager,15,18500000
32,Female,Master's Degree,Full Stack Engineer,5,12000000
52,Female,PhD,Software Engineer Manager,16,19000000
32,Female,Master's Degree,Full Stack Engineer,6,13000000
50,Female,PhD,Software Engineer Manager,16,19000000
32,Male,Master's Degree,Back end Developer,6,13000000
34,Male,Master's Degree,Full Stack Engineer,7,14000000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
55,Male,PhD,Software Engineer Manager,17,19000000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
46,Male,PhD,Software Engineer Manager,14,18000000
27,Female,Master's Degree,Back end Developer,2,7000000
45,Male,PhD,Senior Project Engineer,14,18500000
23,Female,Bachelor's Degree,Front end Developer,1,5500000
36,Female,Master's Degree,Full Stack Engineer,8,14000000
47,Female,PhD,Senior Software Engineer,14,17000000
33,Male,Master's Degree,Back end Developer,6,13000000
43,Male,PhD,Software Engineer Manager,13,18000000
30,Male,Bachelor's Degree,Back end Developer,4,9500000
28,Female,Bachelor's Degree,Front end Developer,2,7000000
43,Male,Master's Degree,Senior Project Engineer,12,16500000
43,Male,PhD,Senior Project Engineer,13,18500000
36,Male,Master's Degree,Senior Software Engineer,7,14000000
24,Male,Bachelor's Degree,Front end Developer,1,6000000
28,Female,Bachelor's Degree,Front end Developer,3,8000000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
41,Female,PhD,Software Engineer Manager,14,18500000
26,Male,Bachelor's Degree,Front end Developer,2,7000000
28,Female,Master's Degree,Back end Developer,3,9000000
43,Male,PhD,Senior Software Engineer,12,17000000
42,Male,PhD,Senior Software Engineer,14,17000000
48,Male,PhD,Senior Project Engineer,16,19000000
27,Female,Master's Degree,Back end Developer,2,7000000
49,Male,PhD,Software Engineer Manager,15,18500000
44,Male,PhD,Senior Project Engineer,12,17000000
27,Female,Master's Degree,Full Stack Engineer,3,10000000
37,Male,Master's Degree,Senior Software Engineer,10,15500000
44,Female,Master's Degree,Senior Project Engineer,12,17000000
56,Male,PhD,Software Engineer Manager,18,19500000
49,Male,PhD,Software Engineer Manager,15,18500000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
48,Male,PhD,Senior Project Engineer,16,19000000
31,Male,Master's Degree,Full Stack Engineer,7,14000000
25,Male,Bachelor's Degree,Front end Developer,1,6000000
50,Male,PhD,Software Engineer Manager,16,19000000
46,Male,PhD,Software Engineer Manager,14,18000000
33,Male,Master's Degree,Full Stack Engineer,6,13000000
42,Male,PhD,Senior Software Engineer,14,17000000
41,Male,PhD,Senior Project Engineer,12,16500000
43,Male,PhD,Senior Project Engineer,13,18500000
32,Male,Master's Degree,Back end Developer,6,13000000
24,Male,Bachelor's Degree,Front end Developer,1,6000000
44,Female,Master's Degree,Senior Software Engineer,11,17000000
36,Male,Master's Degree,Senior Software Engineer,7,14000000
28,Female,Master's Degree,Full Stack Engineer,4,11000000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
37,Male,Master's Degree,Senior Software Engineer,9,14500000
54,Male,PhD,Software Engineer Manager,16,19000000
58,Male,PhD,Software Engineer Manager,17,20000000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
30,Male,Bachelor's Degree,Back end Developer,4,9500000
27,Female,Master's Degree,Full Stack Engineer,3,10000000
54,Male,PhD,Software Engineer Manager,17,19500000
49,Male,PhD,Software Engineer Manager,15,18500000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
54,Male,PhD,Software Engineer Manager,18,19500000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
56,Male,PhD,Software Engineer Manager,17,19500000
31,Male,Master's Degree,Senior Software Engineer,7,14000000
42,Male,PhD,Senior Software Engineer,14,17000000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
24,Female,Bachelor's Degree,Back end Developer,1,6000000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
42,Male,PhD,Senior Software Engineer,14,17000000
24,Female,Bachelor's Degree,Front end Developer,1,5500000
28,Female,Bachelor's Degree,Front end Developer,3,8000000
43,Male,PhD,Senior Project Engineer,13,18500000
31,Male,Master's Degree,Full Stack Engineer,7,14000000
43,Male,PhD,Software Engineer Manager,13,18000000
27,Female,Master's Degree,Back end Developer,2,7000000
49,Male,PhD,Software Engineer Manager,15,18500000
48,Male,PhD,Senior Project Engineer,16,19000000
30,Female,Master's Degree,Back end Developer,6,13000000
28,Female,Master's Degree,Full Stack Engineer,4,11000000
46,Male,PhD,Software Engineer Manager,14,18000000
37,Male,Master's Degree,Senior Software Engineer,9,14500000
42,Male,PhD,Senior Software Engineer,14,17000000
43,Male,PhD,Senior Project Engineer,12,16500000
31,Male,Master's Degree,Senior Software Engineer,7,14000000
56,Male,PhD,Software Engineer Manager,17,19500000
37,Male,Master's Degree,Senior Software Engineer,10,15500000
54,Male,PhD,Software Engineer Manager,16,19000000
58,Male,PhD,Software Engineer Manager,17,19500000
33,Male,Master's Degree,Back end Developer,6,13000000
29,Female,Bachelor's Degree,Front end Developer,3,8500000
52,Male,PhD,Software Engineer Manager,18,20000000
36,Male,Master's Degree,Full Stack Engineer,8,14000000
26,Male,Bachelor's Degree,Back end Developer,2,6500000
47,Male,PhD,Senior Project Engineer,16,19000000
32,Male,Master's Degree,Full Stack Engineer,6,12000000
29,Male,Bachelor's Degree,Front end Developer,3,8000000
28,Female,Master's Degree,Back end Developer,3,9000000
54,Male,PhD,Software Engineer Manager,16,19000000
57,Male,PhD,Software Engineer Manager,18,20000000
51,Male,PhD,Software Engineer Manager,16,19000000
28,Female,Master's Degree,Full Stack Engineer,4,11000000
46,Male,PhD,Software Engineer Manager,14,18000000
27,Female,Master's Degree,Back end Developer,2,6500000
45,Male,PhD,Senior Project Engineer,14,18500000
23,Female,Bachelor's Degree,Front end Developer,1,5500000
36,Male,Master's Degree,Full Stack Engineer,7,13000000
48,Male,PhD,Senior Project Engineer,16,19000000
33,Female,Master's Degree,Full Stack Engineer,5,12000000
38,Female,Master's Degree,Back end Developer,10,15500000
51,Male,PhD,Software Engineer Manager,16,19000000
27,Female,Master's Degree,Full Stack Engineer,3,10000000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
44,Female,Master's Degree,Senior Project Engineer,12,17000000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
54,Male,PhD,Software Engineer Manager,17,19500000
49,Male,PhD,Software Engineer Manager,15,18500000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
48,Male,PhD,Senior Project Engineer,16,19000000
31,Male,Master's Degree,Full Stack Engineer,7,14000000
25,Male,Bachelor's Degree,Front end Developer,1,5500000
50,Male,PhD,Software Engineer Manager,16,19000000
46,Male,PhD,Software Engineer Manager,14,18000000
33,Male,Master's Degree,Full Stack Engineer,6,13000000
42,Male,PhD,Senior Software Engineer,14,17000000
41,Male,PhD,Senior Project Engineer,12,16500000
43,Male,PhD,Senior Project Engineer,13,18500000
32,Male,Master's Degree,Back end Developer,6,13000000
24,Male,Bachelor's Degree,Front end Developer,1,6000000
44,Female,Master's Degree,Senior Software Engineer,11,17000000
36,Male,Master's Degree,Senior Software Engineer,7,14000000
28,Female,Master's Degree,Full Stack Engineer,4,11000000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
37,Male,Master's Degree,Senior Software Engineer,9,14500000
54,Male,PhD,Software Engineer Manager,16,19000000
58,Male,PhD,Software Engineer Manager,17,20000000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
30,Male,Bachelor's Degree,Back end Developer,4,9500000
27,Female,Master's Degree,Full Stack Engineer,3,10000000
54,Male,PhD,Software Engineer Manager,17,19500000
49,Male,PhD,Software Engineer Manager,15,18500000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
54,Male,PhD,Software Engineer Manager,18,19500000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
56,Male,PhD,Software Engineer Manager,17,19500000
31,Male,Master's Degree,Senior Software Engineer,7,14000000
42,Male,PhD,Senior Software Engineer,14,17000000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
24,Female,Bachelor's Degree,Back end Developer,1,6000000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
42,Male,PhD,Senior Software Engineer,14,17000000
24,Female,Bachelor's Degree,Front end Developer,1,5500000
28,Female,Bachelor's Degree,Front end Developer,3,8000000
43,Male,PhD,Senior Project Engineer,13,18500000
31,Male,Master's Degree,Full Stack Engineer,7,14000000
43,Male,PhD,Software Engineer Manager,13,18000000
27,Female,Master's Degree,Back end Developer,2,7000000
49,Male,PhD,Software Engineer Manager,15,18500000
48,Male,PhD,Senior Project Engineer,16,19000000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
40,Male,PhD,Senior Software Engineer,12,16000000
36,Male,Master's Degree,Senior Software Engineer,8,14000000
54,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
43,Male,PhD,Senior Project Engineer,13,18500000
54,Male,PhD,Software Engineer Manager,17,19500000
32,Male,Master's Degree,Back end Developer,6,13000000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
49,Male,PhD,Software Engineer Manager,15,18500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
54,Male,PhD,Software Engineer Manager,17,19500000
31,Male,Master's Degree,Senior Project Engineer,7,13500000
24,Male,Bachelor's Degree,Back end Developer,1,5500000
48,Male,PhD,Senior Project Engineer,16,19000000
27,Female,Master's Degree,Back end Developer,2,7000000
43,Male,PhD,Senior Project Engineer,13,18500000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
56,Male,PhD,Software Engineer Manager,17,19500000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
54,Male,PhD,Software Engineer Manager,17,19500000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
49,Male,PhD,Software Engineer Manager,15,18500000
27,Female,Master's Degree,Back end Developer,2,7000000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
43,Male,PhD,Senior Project Engineer,13,18500000
48,Male,PhD,Senior Project Engineer,16,19000000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
54,Male,PhD,Software Engineer Manager,17,19500000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
27,Female,Master's Degree,Back end Developer,2,7000000
49,Male,PhD,Software Engineer Manager,15,18500000
31,Male,Master's Degree,Senior Project Engineer,7,13500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
54,Male,PhD,Software Engineer Manager,17,19500000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
43,Male,PhD,Senior Project Engineer,13,18500000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
48,Male,PhD,Senior Project Engineer,16,19000000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
54,Male,PhD,Software Engineer Manager,17,19500000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
27,Female,Master's Degree,Back end Developer,2,7000000
34,Male,Bachelor's Degree,Front end Developer,5,9500000
43,Female,Master's Degree,Senior Software Engineer,12,17000000
27,Male,Bachelor's Degree,Back end Developer,2,7500000
56,Female,PhD,Software Engineer Manager,18,21000000
32,Male,Master's Degree,Full Stack Engineer,7,13500000
40,Male,PhD,Senior Software Engineer,12,16000000
23,Male,Bachelor's Degree,Front end Developer,1,5500000
46,Male,PhD,Senior Project Engineer,16,19000000
41,Female,PhD,Senior Project Engineer,11,16500000
28,Female,Bachelor's Degree,Front end Developer,3,8000000
34,Male,Bachelor's Degree,Back end Developer,6,12000000
49,Male,PhD,Software Engineer Manager,15,18500000
43,Male,PhD,Senior Project Engineer,13,18500000
54,Male,PhD,Software Engineer Manager,16,19000000
36,Male,Master's Degree,Senior Software Engineer,8,14000000
33,Male,Master's Degree,Full Stack Engineer,6,13000000
27,Female,Master's Degree,Back end Developer,2,7000000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
54,Male,PhD,Software Engineer Manager,17,19500000
31,Male,Master's Degree,Senior Software Engineer,7,14000000
32,Male,Master's Degree,Back end Developer,6,13000000
38,Female,Master's Degree,Back end Developer,10,15500000
51,Male,PhD,Software Engineer Manager,16,19000000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
43,Male,PhD,Senior Project Engineer,13,18500000
27,Female,Master's Degree,Full Stack Engineer,3,10000000
49,Male,PhD,Software Engineer Manager,15,18500000
48,Male,PhD,Senior Project Engineer,16,19000000
31,Male,Master's Degree,Senior Project Engineer,7,13500000
40,Female,PhD,Senior Software Engineer,12,16000000
24,Male,Bachelor's Degree,Front end Developer,1,5500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
42,Male,PhD,Senior Software Engineer,14,17000000
24,Female,Bachelor's Degree,Front end Developer,1,5500000
28,Female,Bachelor's Degree,Front end Developer,3,8000000
43,Male,PhD,Senior Project Engineer,13,18500000
31,Male,Master's Degree,Full Stack Engineer,7,14000000
43,Male,PhD,Software Engineer Manager,13,18000000
27,Female,Master's Degree,Back end Developer,2,7000000
49,Male,PhD,Software Engineer Manager,15,18500000
48,Male,PhD,Senior Project Engineer,16,19000000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
40,Male,PhD,Senior Software Engineer,12,16000000
36,Male,Master's Degree,Senior Software Engineer,8,14000000
54,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
43,Male,PhD,Senior Project Engineer,13,18500000
54,Male,PhD,Software Engineer Manager,17,19500000
32,Male,Master's Degree,Back end Developer,6,13000000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
49,Male,PhD,Software Engineer Manager,15,18500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
54,Male,PhD,Software Engineer Manager,17,19500000
31,Male,Master's Degree,Senior Project Engineer,7,13500000
24,Male,Bachelor's Degree,Back end Developer,1,5500000
48,Male,PhD,Senior Project Engineer,16,19000000
27,Female,Master's Degree,Back end Developer,2,7000000
43,Male,PhD,Senior Project Engineer,13,18500000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
